customer_id,transaction_id,transaction_time,transaction_amount,transaction_type,transaction_description
11,56,14:49:00,21671.3,deposit,Cash Deposit
11,57,14:55:00,4546.18,payment,Restaurant Bill
11,58,15:00:00,3070.08,transfer,Bank Transfer
11,59,15:06:00,2092.25,transfer,Online Transfer
11,60,15:13:00,41244.45,withdrawal,ATM Withdrawal
11,61,15:20:00,3873.21,withdrawal,ATM Withdrawal
11,62,15:23:00,2853.93,deposit,Cash Deposit
12,63,15:30:00,2801.49,withdrawal,Cash Withdrawal
12,64,15:34:00,4731.04,deposit,Check Deposit
12,65,15:40:00,797.38,withdrawal,Cash Deposit
12,66,15:49:00,4429.56,transfer,Bank Transfer
12,67,15:57:00,1990.47,deposit,Cash Deposit
13,68,16:03:00,44414.45,withdrawal,Cash Withdrawal
13,69,16:09:00,15466.38,withdrawal,ATM Withdrawal
13,70,16:14:00,2099.27,deposit,Cash Deposit
13,71,16:24:00,37852.22,deposit,Online Transfer
13,72,16:31:00,41702.56,deposit,Salary Deposit
14,73,16:39:00,3327.91,withdrawal,Cash Withdrawal
14,74,16:47:00,43412.64,deposit,Online Transfer
15,75,16:48:00,26893.74,transfer,Online Transfer
16,76,16:56:00,2826.89,payment,Cash Deposit
16,77,17:03:00,2327.53,transfer,Bank Transfer
17,78,17:11:00,3242.06,deposit,Check Deposit
17,79,17:17:00,3117.41,withdrawal,ATM Withdrawal
17,80,17:22:00,47467.09,transfer,Bank Transfer
17,81,17:30:00,44094.72,payment,Online Purchase
17,82,17:35:00,3350.73,deposit,Online Transfer
17,83,17:44:00,20949.28,withdrawal,ATM Withdrawal
17,84,17:46:00,2244.94,withdrawal,Cash Withdrawal
17,85,17:52:00,7583.78,withdrawal,Online Transfer
17,86,17:58:00,2558.19,withdrawal,Cash Deposit
17,87,18:00:00,13931.93,transfer,Bank Transfer
18,88,18:07:00,20103.51,payment,Utility Bill
18,89,18:08:00,1755.78,payment,Restaurant Bill
18,90,18:16:00,36217.71,deposit,Check Deposit
18,91,18:18:00,33090.67,payment,Online Purchase
18,92,18:21:00,3768.58,transfer,Cash Deposit
19,93,18:25:00,312.72,transfer,Cash Deposit
19,94,18:34:00,4053.28,transfer,Bank Transfer
19,95,18:36:00,2664.21,deposit,Check Deposit
19,96,18:42:00,21118.49,payment,Restaurant Bill
19,97,18:44:00,1834.24,deposit,Online Transfer
19,98,18:51:00,38441.8,withdrawal,ATM Withdrawal
19,99,19:00:00,4893.91,deposit,Check Deposit
19,100,19:01:00,1149.79,withdrawal,Cash Withdrawal
20,101,19:05:00,1617.65,withdrawal,Online Transfer
20,102,19:15:00,4834.94,payment,Restaurant Bill
20,103,19:21:00,33545.21,payment,Online Purchase
20,104,19:31:00,19775.48,deposit,Salary Deposit
20,105,19:39:00,11608.23,payment,Online Transfer
20,106,19:41:00,13790.83,transfer,Cash Deposit
20,107,19:42:00,3179.03,deposit,Cash Deposit
21,108,19:46:00,45234.09,deposit,Online Transfer
21,109,19:50:00,25693.27,transfer,Bank Transfer
21,110,19:52:00,32369.85,withdrawal,Cash Withdrawal
21,111,19:54:00,1121.1,payment,Online Transfer
21,112,20:01:00,14534.83,deposit,Check Deposit
21,113,20:08:00,41782.1,deposit,Cash Deposit
21,114,20:14:00,8483.58,withdrawal,Online Transfer
21,115,20:24:00,3207.55,payment,Cash Deposit
21,116,20:30:00,25981.36,payment,Utility Bill
21,117,20:33:00,209.2,deposit,Online Transfer
22,118,20:35:00,23093.69,withdrawal,Online Transfer
22,119,20:39:00,3276.8,transfer,Cash Deposit
23,120,20:44:00,45038.55,transfer,Online Transfer
23,121,20:47:00,2408.23,payment,Online Purchase
23,122,20:49:00,19969.14,withdrawal,ATM Withdrawal
24,123,20:53:00,9275.87,payment,Utility Bill
24,124,21:02:00,1976.53,payment,Utility Bill
24,125,21:04:00,16676.44,deposit,Check Deposit
24,126,21:08:00,3198.23,deposit,Check Deposit
24,127,21:18:00,6794.09,payment,Utility Bill
24,128,21:22:00,9555.9,payment,Online Purchase
24,129,21:28:00,47727.16,payment,Online Purchase
24,130,21:30:00,25214.1,transfer,Cash Deposit
25,131,21:31:00,3437.12,deposit,Check Deposit
25,132,21:32:00,1446.65,transfer,Cash Deposit
25,133,21:40:00,47574.85,deposit,Cash Deposit
25,134,21:50:00,1366.13,withdrawal,Cash Withdrawal
25,135,21:57:00,21130.06,deposit,Online Transfer
25,136,22:03:00,36399.21,transfer,Online Transfer
26,137,22:10:00,2980.21,transfer,Bank Transfer
27,138,22:11:00,462.62,payment,Online Purchase
27,139,22:17:00,1585.72,withdrawal,ATM Withdrawal
27,140,22:24:00,1364.07,deposit,Salary Deposit
27,141,22:33:00,29560.3,deposit,Check Deposit
27,142,22:40:00,2129.66,withdrawal,Cash Withdrawal
27,143,22:41:00,3820.78,transfer,Online Transfer
27,144,22:42:00,45993.08,payment,Online Transfer
28,145,22:45:00,368.86,payment,Online Transfer
28,146,22:52:00,3996.56,deposit,Check Deposit
29,147,23:01:00,5357.37,withdrawal,Cash Withdrawal
29,148,23:02:00,2044.81,withdrawal,ATM Withdrawal
29,149,23:08:00,4279.55,deposit,Cash Deposit
29,150,23:13:00,2125.04,payment,Cash Deposit
29,151,23:20:00,1915.17,payment,Restaurant Bill
29,152,23:25:00,284.0,payment,Restaurant Bill
29,153,23:26:00,35233.05,payment,Online Transfer
30,154,23:33:00,1391.17,payment,Cash Deposit
30,155,23:38:00,27414.15,deposit,Cash Deposit
30,156,23:42:00,8191.54,deposit,Salary Deposit
30,157,23:45:00,480.44,withdrawal,Cash Deposit
30,158,23:49:00,2139.72,withdrawal,Online Transfer
30,159,23:57:00,2040.97,withdrawal,Cash Deposit
30,160,00:03:00,9419.76,payment,Cash Deposit
30,161,00:13:00,41741.43,withdrawal,ATM Withdrawal
30,162,00:15:00,7996.01,transfer,Bank Transfer
31,163,00:22:00,35581.24,payment,Restaurant Bill
31,164,00:32:00,1536.06,transfer,Cash Deposit
31,165,00:41:00,693.39,transfer,Bank Transfer
32,166,00:47:00,4366.89,payment,Cash Deposit
32,167,00:55:00,16900.47,withdrawal,ATM Withdrawal
32,168,01:04:00,3995.1,withdrawal,Cash Withdrawal
32,169,01:11:00,41318.64,transfer,Online Transfer
32,170,01:21:00,3582.19,payment,Online Purchase
33,171,01:28:00,1199.44,payment,Cash Deposit
33,172,01:29:00,15311.22,withdrawal,ATM Withdrawal
33,173,01:34:00,2875.1,payment,Online Transfer
33,174,01:40:00,3032.64,payment,Online Transfer
33,175,01:50:00,25922.39,transfer,Cash Deposit
34,176,01:54:00,36655.66,transfer,Cash Deposit
34,177,01:56:00,26532.33,withdrawal,Cash Deposit
34,178,01:57:00,2769.79,payment,Cash Deposit
35,179,02:03:00,651.16,deposit,Salary Deposit
35,180,02:04:00,31222.57,withdrawal,Cash Withdrawal
36,181,02:12:00,29022.74,payment,Utility Bill
36,182,02:18:00,3980.59,transfer,Bank Transfer
36,183,02:24:00,40315.96,withdrawal,Cash Withdrawal
36,184,02:32:00,4247.08,deposit,Cash Deposit
36,185,02:33:00,18431.77,deposit,Online Transfer
37,186,02:39:00,4861.66,transfer,Online Transfer
37,187,02:48:00,2519.02,deposit,Cash Deposit
37,188,02:55:00,40789.68,payment,Cash Deposit
37,189,02:56:00,22660.8,payment,Restaurant Bill
37,190,03:05:00,402.52,withdrawal,Online Transfer
37,191,03:06:00,43740.15,transfer,Online Transfer
38,192,03:11:00,4545.45,deposit,Check Deposit
38,193,03:19:00,10313.26,withdrawal,ATM Withdrawal
38,194,03:26:00,8548.86,deposit,Check Deposit
38,195,03:35:00,1806.5,withdrawal,Cash Deposit
39,196,03:41:00,6419.72,transfer,Online Transfer
39,197,03:48:00,2033.08,payment,Utility Bill
39,198,03:52:00,255.27,deposit,Cash Deposit
39,199,04:02:00,3391.76,deposit,Online Transfer
39,200,04:03:00,1274.73,deposit,Salary Deposit
39,201,04:08:00,2849.71,withdrawal,Cash Deposit
39,202,04:12:00,4886.94,payment,Restaurant Bill
39,203,04:20:00,266.15,deposit,Cash Deposit
40,204,04:25:00,16023.1,transfer,Online Transfer
40,205,04:28:00,30122.26,transfer,Online Transfer
40,206,04:34:00,3825.88,transfer,Online Transfer
40,207,04:39:00,7278.15,transfer,Online Transfer
41,208,04:46:00,3193.91,payment,Online Purchase
41,209,04:53:00,592.12,payment,Online Transfer
41,210,04:58:00,1963.45,withdrawal,Cash Deposit
41,211,05:01:00,47319.9,deposit,Cash Deposit
41,212,05:03:00,4302.35,transfer,Cash Deposit
41,213,05:07:00,39031.08,withdrawal,ATM Withdrawal
41,214,05:12:00,19117.12,deposit,Check Deposit
42,215,05:19:00,1245.55,transfer,Online Transfer
42,216,05:24:00,4936.01,transfer,Bank Transfer
42,217,05:34:00,4139.5,payment,Restaurant Bill
42,218,05:40:00,1233.41,deposit,Check Deposit
42,219,05:48:00,1153.79,transfer,Online Transfer
42,220,05:52:00,652.13,payment,Utility Bill
43,221,05:53:00,21658.6,payment,Restaurant Bill
43,222,05:57:00,37490.4,transfer,Online Transfer
43,223,05:58:00,2970.09,transfer,Bank Transfer
43,224,05:59:00,2082.58,deposit,Check Deposit
43,225,06:04:00,15433.73,payment,Utility Bill
43,226,06:13:00,4843.99,payment,Online Purchase
43,227,06:18:00,15287.84,payment,Cash Deposit
44,228,06:28:00,2305.43,payment,Utility Bill
44,229,06:37:00,4241.5,transfer,Online Transfer
44,230,06:42:00,2705.92,payment,Restaurant Bill
45,231,06:52:00,3961.41,withdrawal,Cash Withdrawal
45,232,06:55:00,3126.59,withdrawal,ATM Withdrawal
45,233,07:01:00,49273.88,transfer,Bank Transfer
45,234,07:04:00,30663.49,withdrawal,Cash Withdrawal
45,235,07:14:00,1141.5,deposit,Cash Deposit
45,236,07:20:00,21253.38,transfer,Online Transfer
45,237,07:21:00,30607.92,deposit,Check Deposit
46,238,07:22:00,3009.34,withdrawal,ATM Withdrawal
46,239,07:26:00,47638.84,deposit,Cash Deposit
47,240,07:31:00,628.2,withdrawal,Cash Withdrawal
47,241,07:39:00,1224.94,withdrawal,Cash Withdrawal
47,242,07:44:00,3558.92,withdrawal,ATM Withdrawal
47,243,07:50:00,1029.42,payment,Utility Bill
47,244,07:56:00,3566.69,transfer,Online Transfer
47,245,08:04:00,41080.16,payment,Restaurant Bill
48,246,08:14:00,8385.99,payment,Online Purchase
48,247,08:24:00,396.26,withdrawal,Cash Withdrawal
48,248,08:29:00,4382.11,payment,Utility Bill
48,249,08:30:00,277.41,transfer,Online Transfer
48,250,08:35:00,29984.98,deposit,Online Transfer
48,251,08:41:00,247.28,withdrawal,ATM Withdrawal
48,252,08:45:00,24755.76,withdrawal,Online Transfer
48,253,08:55:00,1305.78,withdrawal,Cash Deposit
48,254,09:00:00,483.29,deposit,Salary Deposit
49,255,09:02:00,1940.38,transfer,Online Transfer
49,256,09:03:00,707.91,deposit,Cash Deposit
49,257,09:11:00,1460.7,payment,Utility Bill
49,258,09:19:00,28284.59,payment,Utility Bill
49,259,09:27:00,22866.35,payment,Restaurant Bill
49,260,09:29:00,4999.81,transfer,Online Transfer
49,261,09:35:00,411.35,withdrawal,Online Transfer
49,262,09:45:00,21384.26,withdrawal,Cash Withdrawal
49,263,09:50:00,47951.12,withdrawal,Online Transfer
49,264,09:54:00,25702.55,payment,Cash Deposit
50,265,10:03:00,38966.27,deposit,Cash Deposit
50,266,10:05:00,4504.84,deposit,Check Deposit
51,267,10:13:00,3111.71,payment,Utility Bill
51,268,10:18:00,11560.13,transfer,Cash Deposit
51,269,10:26:00,589.0,deposit,Salary Deposit
51,270,10:32:00,3690.92,transfer,Bank Transfer
52,271,10:36:00,39139.88,deposit,Online Transfer
52,272,10:38:00,21755.25,withdrawal,ATM Withdrawal
53,273,10:47:00,48629.14,transfer,Bank Transfer
53,274,10:57:00,47426.04,deposit,Check Deposit
53,275,11:07:00,4205.88,withdrawal,Cash Withdrawal
53,276,11:15:00,47771.08,deposit,Salary Deposit
54,277,11:22:00,7371.7,payment,Restaurant Bill
55,278,11:23:00,25269.12,payment,Online Purchase
55,279,11:33:00,18983.43,payment,Online Purchase
55,280,11:41:00,13108.62,withdrawal,Cash Withdrawal
55,281,11:48:00,15776.62,payment,Online Purchase
55,282,11:53:00,48312.09,transfer,Online Transfer
55,283,11:59:00,3654.74,payment,Restaurant Bill
55,284,12:05:00,15931.54,withdrawal,ATM Withdrawal
55,285,12:13:00,3028.09,transfer,Online Transfer
56,286,12:23:00,1974.97,withdrawal,ATM Withdrawal
56,287,12:27:00,12617.75,deposit,Cash Deposit
56,288,12:31:00,1806.13,transfer,Online Transfer
56,289,12:32:00,483.31,transfer,Online Transfer
56,290,12:36:00,3395.29,payment,Online Purchase
56,291,12:46:00,9178.97,payment,Utility Bill
57,292,12:56:00,3949.65,withdrawal,Cash Deposit
57,293,12:59:00,235.25,transfer,Bank Transfer
57,294,13:00:00,16504.37,transfer,Online Transfer
57,295,13:08:00,282.08,deposit,Online Transfer
57,296,13:14:00,451.82,withdrawal,Cash Withdrawal
57,297,13:21:00,4472.92,payment,Cash Deposit
57,298,13:22:00,4019.89,deposit,Cash Deposit
57,299,13:28:00,919.42,transfer,Online Transfer
57,300,13:37:00,49434.83,deposit,Check Deposit
58,301,13:46:00,5971.5,deposit,Check Deposit
58,302,13:54:00,36748.46,payment,Utility Bill
58,303,14:01:00,43237.57,transfer,Online Transfer
58,304,14:03:00,36486.19,deposit,Cash Deposit
58,305,14:13:00,159.68,transfer,Bank Transfer
58,306,14:22:00,1229.88,deposit,Online Transfer
58,307,14:28:00,37965.12,transfer,Online Transfer
58,308,14:35:00,4466.33,deposit,Check Deposit
58,309,14:40:00,4150.7,deposit,Online Transfer
59,310,14:43:00,42371.07,transfer,Online Transfer
59,311,14:51:00,241.67,transfer,Online Transfer
59,312,14:54:00,30305.03,payment,Online Transfer
59,313,14:56:00,31971.6,transfer,Online Transfer
59,314,15:05:00,2223.81,transfer,Bank Transfer
59,315,15:07:00,15664.05,transfer,Online Transfer
59,316,15:11:00,2116.36,payment,Restaurant Bill
59,317,15:13:00,25229.03,deposit,Cash Deposit
59,318,15:20:00,15997.82,transfer,Online Transfer
60,319,15:22:00,4496.0,deposit,Cash Deposit
60,320,15:27:00,33382.84,transfer,Online Transfer
60,321,15:31:00,13939.99,withdrawal,Online Transfer
60,322,15:37:00,4452.67,withdrawal,ATM Withdrawal
60,323,15:41:00,1841.72,deposit,Cash Deposit
60,324,15:44:00,21068.33,transfer,Bank Transfer
60,325,15:46:00,38406.95,transfer,Bank Transfer
60,326,15:54:00,3053.71,deposit,Online Transfer
61,327,15:55:00,29981.62,payment,Utility Bill
61,328,16:03:00,2044.53,deposit,Cash Deposit
61,329,16:05:00,19473.71,deposit,Cash Deposit
61,330,16:15:00,45249.59,deposit,Salary Deposit
61,331,16:23:00,2876.33,deposit,Salary Deposit
61,332,16:32:00,6355.19,deposit,Check Deposit
61,333,16:33:00,39566.45,transfer,Bank Transfer
61,334,16:39:00,1388.13,withdrawal,ATM Withdrawal
61,335,16:49:00,33364.99,withdrawal,Cash Withdrawal
62,336,16:56:00,39808.38,withdrawal,ATM Withdrawal
62,337,17:04:00,3441.81,withdrawal,Online Transfer
62,338,17:12:00,930.65,payment,Restaurant Bill
62,339,17:13:00,3338.22,withdrawal,ATM Withdrawal
63,340,17:22:00,295.71,payment,Utility Bill
63,341,17:27:00,29025.73,withdrawal,ATM Withdrawal
63,342,17:35:00,1074.22,transfer,Bank Transfer
63,343,17:38:00,1057.03,transfer,Bank Transfer
64,344,17:41:00,49403.0,withdrawal,ATM Withdrawal
64,345,17:49:00,594.86,withdrawal,ATM Withdrawal
64,346,17:56:00,44683.52,deposit,Cash Deposit
64,347,18:02:00,1267.34,transfer,Online Transfer
64,348,18:09:00,4790.36,deposit,Check Deposit
64,349,18:13:00,1723.02,deposit,Online Transfer
64,350,18:15:00,4951.89,withdrawal,Cash Deposit
64,351,18:22:00,3023.21,payment,Restaurant Bill
65,352,18:28:00,552.49,deposit,Check Deposit
66,353,18:31:00,32868.98,withdrawal,Cash Withdrawal
66,354,18:39:00,3158.05,payment,Cash Deposit
66,355,18:42:00,36527.3,withdrawal,Online Transfer
67,356,18:50:00,4122.59,payment,Restaurant Bill
67,357,18:54:00,11810.72,deposit,Salary Deposit
67,358,18:57:00,3134.49,payment,Online Purchase
68,359,19:04:00,4170.89,transfer,Bank Transfer
68,360,19:11:00,10437.81,withdrawal,Cash Withdrawal
68,361,19:19:00,4025.41,transfer,Online Transfer
68,362,19:20:00,4273.59,withdrawal,Cash Withdrawal
69,363,19:26:00,1802.55,payment,Restaurant Bill
69,364,19:33:00,35826.91,transfer,Bank Transfer
69,365,19:39:00,37699.54,payment,Online Purchase
69,366,19:46:00,4281.61,withdrawal,Online Transfer
69,367,19:52:00,9109.53,transfer,Bank Transfer
69,368,19:56:00,49440.8,payment,Restaurant Bill
69,369,19:57:00,3587.09,deposit,Salary Deposit
69,370,20:03:00,30822.26,withdrawal,ATM Withdrawal
70,371,20:08:00,45763.57,withdrawal,Online Transfer
70,372,20:13:00,3825.63,transfer,Bank Transfer
70,373,20:16:00,5185.25,transfer,Bank Transfer
70,374,20:17:00,42072.7,deposit,Salary Deposit
70,375,20:23:00,4075.61,payment,Cash Deposit
70,376,20:31:00,3440.44,payment,Restaurant Bill
70,377,20:32:00,29534.15,deposit,Salary Deposit
70,378,20:38:00,3367.41,payment,Restaurant Bill
70,379,20:41:00,3835.08,deposit,Cash Deposit
70,380,20:44:00,18879.46,withdrawal,ATM Withdrawal
71,381,20:50:00,2878.3,transfer,Cash Deposit
71,382,20:58:00,3762.06,payment,Online Purchase
71,383,21:04:00,11758.3,payment,Online Transfer
71,384,21:11:00,171.69,deposit,Salary Deposit
71,385,21:20:00,24023.33,deposit,Cash Deposit
72,386,21:25:00,43583.17,deposit,Salary Deposit
72,387,21:32:00,33913.72,deposit,Cash Deposit
72,388,21:38:00,26341.15,transfer,Bank Transfer
72,389,21:45:00,1993.32,payment,Utility Bill
72,390,21:52:00,26945.15,deposit,Cash Deposit
72,391,21:55:00,1435.84,withdrawal,ATM Withdrawal
72,392,22:02:00,237.21,payment,Online Transfer
72,393,22:05:00,3255.55,deposit,Check Deposit
73,394,22:14:00,7352.84,transfer,Online Transfer
73,395,22:15:00,1287.41,payment,Cash Deposit
73,396,22:17:00,2863.27,payment,Restaurant Bill
73,397,22:25:00,8286.55,deposit,Cash Deposit
73,398,22:34:00,1898.51,withdrawal,ATM Withdrawal
73,399,22:35:00,4699.13,deposit,Salary Deposit
74,400,22:45:00,4469.77,payment,Restaurant Bill
74,401,22:52:00,48552.47,payment,Restaurant Bill
74,402,22:58:00,4475.06,withdrawal,Cash Withdrawal
74,403,23:07:00,17011.8,payment,Cash Deposit
74,404,23:14:00,4999.13,withdrawal,Cash Withdrawal
74,405,23:18:00,14955.55,payment,Utility Bill
74,406,23:20:00,21190.03,payment,Online Purchase
74,407,23:29:00,449.92,transfer,Online Transfer
75,408,23:38:00,4102.07,transfer,Cash Deposit
75,409,23:43:00,2405.79,payment,Cash Deposit
75,410,23:52:00,2327.87,withdrawal,Cash Withdrawal
75,411,23:56:00,23504.38,transfer,Bank Transfer
75,412,23:58:00,2557.09,payment,Cash Deposit
75,413,23:59:00,4499.33,withdrawal,ATM Withdrawal
76,414,00:06:00,34463.02,deposit,Cash Deposit
76,415,00:12:00,45698.78,withdrawal,Cash Withdrawal
76,416,00:21:00,26233.4,withdrawal,Cash Deposit
76,417,00:29:00,43637.38,transfer,Bank Transfer
76,418,00:39:00,11044.53,deposit,Online Transfer
76,419,00:41:00,524.18,deposit,Cash Deposit
76,420,00:45:00,1291.2,deposit,Salary Deposit
76,421,00:49:00,6408.84,deposit,Salary Deposit
77,422,00:55:00,47060.42,withdrawal,Cash Withdrawal
78,423,01:05:00,41792.19,withdrawal,Cash Withdrawal
78,424,01:11:00,5653.41,deposit,Check Deposit
78,425,01:12:00,2729.54,deposit,Check Deposit
78,426,01:20:00,28493.58,transfer,Online Transfer
78,427,01:29:00,3347.35,payment,Online Purchase
78,428,01:33:00,3911.77,deposit,Check Deposit
79,429,01:34:00,23409.21,payment,Online Transfer
79,430,01:37:00,36942.18,withdrawal,Online Transfer
80,431,01:45:00,2491.59,deposit,Online Transfer
80,432,01:54:00,10455.22,withdrawal,ATM Withdrawal
80,433,01:56:00,13206.74,transfer,Cash Deposit
80,434,01:58:00,21678.74,withdrawal,Cash Withdrawal
80,435,02:08:00,25685.28,payment,Restaurant Bill
81,436,02:09:00,3771.24,withdrawal,Online Transfer
81,437,02:18:00,23110.49,withdrawal,Cash Withdrawal
81,438,02:23:00,1377.53,withdrawal,Cash Withdrawal
81,439,02:33:00,14453.32,deposit,Online Transfer
81,440,02:34:00,37853.86,deposit,Cash Deposit
81,441,02:36:00,1296.83,deposit,Salary Deposit
81,442,02:41:00,48799.45,transfer,Bank Transfer
82,443,02:42:00,2035.15,deposit,Check Deposit
82,444,02:43:00,43264.05,payment,Cash Deposit
82,445,02:50:00,42016.6,deposit,Salary Deposit
82,446,02:56:00,3572.54,transfer,Cash Deposit
82,447,03:00:00,42767.59,withdrawal,Cash Deposit
82,448,03:07:00,2668.96,withdrawal,Online Transfer
82,449,03:08:00,590.55,transfer,Cash Deposit
82,450,03:14:00,41069.58,transfer,Bank Transfer
82,451,03:19:00,1114.28,withdrawal,Online Transfer
83,452,03:28:00,2637.14,deposit,Online Transfer
83,453,03:31:00,5791.03,transfer,Bank Transfer
83,454,03:36:00,19427.81,withdrawal,ATM Withdrawal
83,455,03:44:00,23703.74,payment,Online Transfer
83,456,03:54:00,18568.05,deposit,Cash Deposit
83,457,04:03:00,3653.98,withdrawal,Cash Withdrawal
84,458,04:07:00,1210.25,payment,Online Purchase
84,459,04:12:00,40074.81,transfer,Online Transfer
84,460,04:13:00,3144.6,transfer,Online Transfer
84,461,04:19:00,44782.12,transfer,Cash Deposit
84,462,04:26:00,2480.7,deposit,Cash Deposit
84,463,04:34:00,448.18,transfer,Cash Deposit
84,464,04:42:00,49200.94,payment,Utility Bill
85,465,04:51:00,2241.24,payment,Cash Deposit
85,466,04:52:00,4671.68,withdrawal,Cash Withdrawal
85,467,05:02:00,11026.04,transfer,Online Transfer
85,468,05:05:00,47775.73,withdrawal,Online Transfer
85,469,05:06:00,11861.08,transfer,Online Transfer
85,470,05:11:00,2494.68,transfer,Bank Transfer
85,471,05:21:00,257.16,payment,Cash Deposit
85,472,05:25:00,2065.81,payment,Restaurant Bill
85,473,05:33:00,13253.85,payment,Utility Bill
86,474,05:34:00,41449.82,payment,Restaurant Bill
86,475,05:37:00,858.33,transfer,Online Transfer
86,476,05:46:00,37770.96,withdrawal,ATM Withdrawal
86,477,05:54:00,16641.73,transfer,Online Transfer
86,478,06:03:00,3636.93,transfer,Bank Transfer
86,479,06:12:00,34009.1,transfer,Cash Deposit
86,480,06:16:00,30515.86,transfer,Bank Transfer
87,481,06:19:00,6524.63,transfer,Online Transfer
87,482,06:21:00,1970.62,deposit,Cash Deposit
88,483,06:31:00,1275.85,transfer,Bank Transfer
88,484,06:36:00,4753.02,transfer,Bank Transfer
88,485,06:43:00,49081.45,payment,Restaurant Bill
89,486,06:49:00,27594.08,payment,Online Purchase
89,487,06:58:00,700.23,transfer,Bank Transfer
89,488,07:06:00,28768.14,payment,Restaurant Bill
89,489,07:10:00,6229.0,payment,Utility Bill
89,490,07:19:00,1912.56,payment,Online Transfer
89,491,07:28:00,1499.74,deposit,Online Transfer
89,492,07:34:00,31717.17,transfer,Cash Deposit
90,493,07:44:00,48813.19,withdrawal,Cash Withdrawal
91,494,07:46:00,2525.59,transfer,Online Transfer
92,495,07:55:00,2661.34,payment,Online Purchase
92,496,07:56:00,10434.37,payment,Utility Bill
92,497,07:57:00,3157.46,transfer,Online Transfer
92,498,08:04:00,653.51,transfer,Online Transfer
92,499,08:07:00,11787.4,transfer,Online Transfer
92,500,08:17:00,2562.73,deposit,Check Deposit
92,501,08:19:00,3435.9,withdrawal,ATM Withdrawal
92,502,08:23:00,3408.33,payment,Cash Deposit
93,503,08:24:00,48071.32,payment,Utility Bill
93,504,08:31:00,5870.62,withdrawal,ATM Withdrawal
94,505,08:34:00,37062.85,payment,Online Transfer
94,506,08:37:00,1097.89,deposit,Cash Deposit
94,507,08:39:00,2031.9,deposit,Check Deposit
94,508,08:45:00,2078.25,deposit,Salary Deposit
94,509,08:48:00,730.56,deposit,Salary Deposit
94,510,08:55:00,2195.79,transfer,Online Transfer
94,511,09:00:00,4982.02,deposit,Cash Deposit
94,512,09:05:00,2637.65,withdrawal,Cash Withdrawal
94,513,09:12:00,32554.59,payment,Restaurant Bill
95,514,09:18:00,3767.79,payment,Online Purchase
