customer_id,transaction_id,transaction_time,transaction_amount,transaction_type,transaction_description
772,4239,19:02:00,4715.86,withdrawal,ATM Withdrawal
32,169,01:11:00,41318.64,transfer,Online Transfer
4,16,10:42:00,2416.55,withdrawal,Cash Deposit
669,3690,14:45:00,15268.39,deposit,Check Deposit
994,5488,13:43:00,3494.21,payment,Online Transfer
931,5169,07:41:00,13832.4,deposit,Salary Deposit
700,3837,05:02:00,38945.23,deposit,Check Deposit
789,4344,05:09:00,1981.26,transfer,Online Transfer
877,4866,04:37:00,40777.86,payment,Online Purchase
986,5428,07:58:00,2059.16,withdrawal,ATM Withdrawal
813,4507,20:42:00,13965.45,payment,Restaurant Bill
222,1216,02:21:00,17834.82,withdrawal,ATM Withdrawal
17,85,17:52:00,7583.78,withdrawal,Online Transaction
953,5273,17:34:00,486.76,withdrawal,ATM Withdrawal
923,5120,03:44:00,2726.34,deposit,Cash Deposit
277,1521,06:49:00,265.45,payment,Utility Bill
217,1195,00:05:00,1587.98,withdrawal,Cash Withdrawal
166,912,23:07:00,4244.47,transfer,Bank Transfer
302,1659,18:29:00,21676.19,withdrawal,ATM Withdrawal
706,3879,08:59:00,2346.04,withdrawal,ATM Withdrawal
73,394,22:14:00,7352.84,transfer,Online Transfer
718,3959,16:29:00,148.86,transfer,Bank Transfer
98,539,11:24:00,961.95,deposit,Salary Deposit
131,725,05:20:00,41217.73,withdrawal,Cash Withdrawal
275,1510,06:02:00,2304.32,transfer,Online Transfer
443,2423,17:18:00,3151.71,deposit,Online Transfer
477,2606,09:15:00,38641.65,payment,Cash Deposit
85,472,05:25:00,2065.81,payment,Restaurant Bill
105,577,14:58:00,1861.64,transfer,Bank Transfer
756,4155,10:52:00,11093.82,transfer,Bank Transfer
625,3459,17:16:00,4039.34,payment,Online Purchase
873,4838,01:55:00,20554.12,payment,Restaurant Bill
786,4317,02:40:00,784.89,payment,Online Transfer
613,3412,12:37:00,4394.54,withdrawal,Cash Deposit
535,2941,16:56:00,1804.64,transfer,Bank Transfer
462,2535,02:50:00,30683.77,transfer,Online Transfer
844,4669,10:31:00,4818.12,withdrawal,Online Transaction
948,5243,14:52:00,36514.3,deposit,Check Deposit
765,4205,15:50:00,19526.7,deposit,Online Transfer
501,2747,22:28:00,1774.72,transfer,Online Transfer
411,2245,01:27:00,14662.26,transfer,Online Transfer
74,402,22:58:00,4475.06,withdrawal,Cash Withdrawal
821,4536,23:20:00,2462.87,payment,Utility Bill
576,3204,17:37:00,37045.92,deposit,Cash Deposit
441,2411,16:19:00,4641.21,withdrawal,Cash Withdrawal
717,3945,15:10:00,49290.02,transfer,Online Transfer
545,3014,23:47:00,1031.0,withdrawal,Cash Withdrawal
286,1579,11:24:00,22599.35,transfer,Bank Transfer
135,747,07:24:00,3367.85,deposit,Check Deposit
647,3577,03:16:00,12989.97,deposit,Salary Deposit
705,3868,07:54:00,1264.07,payment,Online Purchase
872,4829,01:08:00,33648.8,deposit,Check Deposit
25,133,21:40:00,47574.85,deposit,Cash Deposit
452,2481,22:35:00,2261.41,payment,Online Purchase
17,81,17:30:00,44094.72,payment,Online Purchase
289,1594,12:40:00,32486.47,transfer,Online Transfer
629,3479,18:50:00,26599.64,withdrawal,Cash Withdrawal
330,1814,08:57:00,16993.72,transfer,Bank Transfer
137,764,09:08:00,46722.26,deposit,Check Deposit
561,3113,09:29:00,1865.58,withdrawal,Cash Withdrawal
339,1872,14:37:00,16803.82,withdrawal,ATM Withdrawal
733,4042,00:14:00,2749.79,deposit,Online Transfer
554,3066,05:16:00,28903.39,withdrawal,Cash Withdrawal
271,1477,03:19:00,37441.76,payment,Cash Deposit
110,600,16:58:00,3548.93,deposit,Check Deposit
70,374,20:17:00,42072.7,deposit,Salary Deposit
367,2017,04:23:00,9400.4,payment,Cash Deposit
946,5237,14:06:00,23778.31,payment,Utility Bill
59,316,15:11:00,2116.36,payment,Restaurant Bill
32,168,01:04:00,3995.1,withdrawal,Cash Withdrawal
852,4702,13:49:00,44821.34,transfer,Bank Transfer
477,2604,09:02:00,1056.76,transfer,Bank Transfer
126,697,02:35:00,2345.37,transfer,Bank Transfer
247,1346,14:39:00,48312.9,deposit,Cash Deposit
939,5210,12:01:00,2176.44,payment,Online Purchase
81,440,02:34:00,37853.86,deposit,Cash Deposit
812,4502,20:00:00,1470.88,transfer,Bank Transfer
851,4693,12:51:00,49592.63,payment,Restaurant Bill
838,4639,07:53:00,132.14,payment,Restaurant Bill
972,5363,01:57:00,18208.88,deposit,Check Deposit
362,1989,01:41:00,24128.99,transfer,Online Transfer
949,5248,15:15:00,15790.42,transfer,Online Transfer
188,1048,11:41:00,28196.62,payment,Online Transfer
160,880,20:00:00,9175.76,deposit,Check Deposit
422,2315,08:05:00,1847.49,payment,Cash Deposit
726,4004,20:48:00,3169.87,withdrawal,Cash Deposit
650,3589,04:28:00,30203.99,deposit,Check Deposit
55,280,11:41:00,13108.62,withdrawal,Cash Withdrawal
97,531,10:24:00,19761.33,transfer,Online Transfer
986,5433,08:20:00,39886.14,payment,Online Purchase
273,1488,04:05:00,769.39,payment,Online Purchase
979,5395,04:47:00,4083.64,payment,Online Transfer
729,4018,22:07:00,8435.27,withdrawal,Cash Deposit
980,5406,05:45:00,8487.93,withdrawal,Cash Withdrawal
920,5100,01:35:00,40253.3,withdrawal,Online Transaction
711,3909,11:28:00,2279.21,withdrawal,Cash Withdrawal
512,2816,05:23:00,4244.3,deposit,Salary Deposit
292,1613,14:07:00,3610.35,payment,Online Purchase
543,3001,22:30:00,39253.76,deposit,Check Deposit
160,882,20:07:00,32046.42,withdrawal,Cash Deposit
836,4627,06:52:00,4172.28,payment,Online Purchase
834,4615,05:46:00,4778.77,transfer,Bank Transfer
252,1375,17:51:00,3296.95,payment,Cash Deposit
997,5515,16:00:00,38094.75,deposit,Salary Deposit
483,2643,12:46:00,7250.12,payment,Online Transfer
127,706,03:31:00,13060.61,withdrawal,Cash Withdrawal
434,2370,13:19:00,2243.19,withdrawal,Cash Deposit
515,2830,06:41:00,38422.02,withdrawal,Cash Deposit
133,735,06:11:00,49388.23,withdrawal,ATM Withdrawal
45,231,06:52:00,3961.41,withdrawal,Cash Withdrawal
913,5065,22:32:00,1465.43,transfer,Online Transfer
609,3396,10:45:00,1931.86,deposit,Check Deposit
100,545,11:51:00,30835.47,payment,Utility Bill
325,1789,07:03:00,21663.47,payment,Restaurant Bill
5,24,11:25:00,3086.57,payment,Utility Bill
184,1021,09:11:00,14451.16,withdrawal,Cash Withdrawal
733,4039,23:53:00,4085.88,transfer,Bank Transfer
765,4210,16:15:00,31195.39,withdrawal,ATM Withdrawal
942,5219,12:42:00,3526.92,deposit,Salary Deposit
408,2230,00:06:00,9439.06,transfer,Cash Deposit
524,2880,11:27:00,48338.69,deposit,Online Transfer
969,5350,00:35:00,2808.53,payment,Online Purchase
900,4984,15:24:00,49587.02,transfer,Online Transfer
653,3602,05:48:00,2249.87,transfer,Bank Transfer
247,1345,14:30:00,1500.46,payment,Utility Bill
927,5142,05:28:00,3151.03,transfer,Online Transfer
699,3825,04:02:00,19848.85,withdrawal,Cash Withdrawal
61,334,16:39:00,1388.13,withdrawal,ATM Withdrawal
491,2686,16:30:00,8057.04,deposit,Cash Deposit
649,3581,03:35:00,3047.42,deposit,Online Transfer
646,3568,02:36:00,49240.56,payment,Utility Bill
738,4066,02:20:00,4702.25,withdrawal,Cash Withdrawal
803,4432,13:28:00,1082.16,payment,Online Purchase
473,2590,07:44:00,2347.31,withdrawal,Cash Withdrawal
960,5299,19:38:00,3165.51,deposit,Online Transfer
563,3127,10:55:00,2936.19,deposit,Cash Deposit
965,5330,22:43:00,41957.9,transfer,Bank Transfer
301,1653,18:03:00,15061.59,deposit,Cash Deposit
23,122,20:49:00,19969.14,withdrawal,ATM Withdrawal
56,291,12:46:00,9178.97,payment,Utility Bill
436,2381,13:52:00,1596.58,deposit,Online Transfer
57,298,13:22:00,4019.89,deposit,Cash Deposit
934,5184,09:24:00,21416.4,payment,Restaurant Bill
619,3436,14:54:00,40259.79,withdrawal,Cash Withdrawal
712,3913,11:50:00,22231.4,payment,Online Purchase
285,1570,10:45:00,4196.98,deposit,Cash Deposit
135,749,07:35:00,13331.12,payment,Restaurant Bill
230,1254,06:16:00,3044.08,transfer,Online Transfer
135,748,07:32:00,2664.86,withdrawal,Cash Withdrawal
624,3457,17:07:00,12694.22,transfer,Online Transfer
529,2904,13:38:00,29764.14,transfer,Bank Transfer
71,382,20:58:00,3762.06,payment,Online Purchase
798,4408,11:26:00,34841.16,payment,Online Purchase
505,2777,01:57:00,1130.49,deposit,Online Transfer
296,1633,16:01:00,2076.48,transfer,Online Transfer
806,4451,15:29:00,4287.56,payment,Restaurant Bill
165,904,22:17:00,1045.24,payment,Cash Deposit
85,466,04:52:00,4671.68,withdrawal,Cash Withdrawal
64,347,18:02:00,1267.34,transfer,Online Transfer
834,4608,05:15:00,963.26,transfer,Online Transfer
750,4127,08:14:00,994.99,payment,Utility Bill
568,3160,13:29:00,2241.43,payment,Cash Deposit
243,1323,12:12:00,1472.82,transfer,Cash Deposit
47,241,07:39:00,1224.94,withdrawal,Cash Withdrawal
549,3039,02:23:00,37138.03,payment,Utility Bill
908,5038,20:02:00,2130.24,withdrawal,Cash Withdrawal
961,5308,20:36:00,8797.91,payment,Cash Deposit
526,2895,12:55:00,8188.25,transfer,Cash Deposit
604,3376,08:39:00,1090.06,payment,Utility Bill
907,5032,19:37:00,4510.99,withdrawal,Cash Withdrawal
717,3947,15:23:00,978.24,withdrawal,Cash Withdrawal
236,1298,09:57:00,23129.58,payment,Utility Bill
267,1457,01:27:00,649.23,deposit,Check Deposit
211,1169,22:08:00,2360.47,transfer,Cash Deposit
944,5230,13:41:00,44682.99,withdrawal,Online Transaction
721,3978,18:28:00,23880.98,deposit,Check Deposit
678,3728,18:59:00,1800.39,withdrawal,ATM Withdrawal
928,5153,06:16:00,4897.2,withdrawal,Online Transaction
494,2705,18:11:00,2449.62,payment,Online Purchase
114,627,19:26:00,1124.44,payment,Online Transfer
804,4437,13:56:00,2135.53,withdrawal,Cash Withdrawal
721,3979,18:34:00,38029.42,payment,Online Purchase
702,3849,06:11:00,2948.27,deposit,Salary Deposit
696,3816,03:14:00,28741.6,deposit,Cash Deposit
869,4798,22:29:00,4086.74,payment,Restaurant Bill
317,1742,02:13:00,22608.9,deposit,Salary Deposit
41,209,04:53:00,592.12,payment,Online Transfer
610,3401,11:25:00,4962.04,payment,Utility Bill
437,2390,14:39:00,20617.9,withdrawal,Cash Withdrawal
48,249,08:30:00,277.41,transfer,Online Transfer
288,1587,12:06:00,2849.45,payment,Online Purchase
144,801,13:07:00,1791.11,payment,Online Transfer
866,4783,21:16:00,19500.56,deposit,Online Transfer
388,2136,15:43:00,119.85,withdrawal,ATM Withdrawal
481,2624,10:52:00,17983.99,transfer,Bank Transfer
214,1182,23:00:00,2778.23,withdrawal,Cash Withdrawal
843,4657,09:24:00,2618.62,withdrawal,ATM Withdrawal
273,1489,04:11:00,2588.03,deposit,Cash Deposit
924,5125,04:04:00,23099.82,payment,Online Purchase
707,3892,10:01:00,1435.3,transfer,Online Transfer
196,1098,15:35:00,25992.92,withdrawal,Cash Withdrawal
826,4560,01:28:00,35237.06,deposit,Salary Deposit
20,103,19:21:00,33545.21,payment,Online Purchase
533,2928,15:43:00,4458.9,payment,Online Purchase
110,599,16:55:00,38023.55,transfer,Cash Deposit
785,4305,01:26:00,10293.75,withdrawal,Cash Withdrawal
805,4444,14:47:00,7885.85,payment,Online Transfer
430,2342,10:44:00,20560.35,withdrawal,Cash Withdrawal
21,108,19:46:00,45234.09,deposit,Online Transfer
789,4341,04:51:00,1106.49,deposit,Cash Deposit
7,30,12:06:00,576.06,transfer,Online Transfer
342,1878,15:15:00,35984.0,payment,Utility Bill
332,1823,09:48:00,809.36,deposit,Cash Deposit
541,2985,21:03:00,7297.75,deposit,Online Transfer
47,240,07:31:00,628.2,withdrawal,Cash Withdrawal
138,765,09:18:00,45837.04,transfer,Online Transfer
258,1413,21:08:00,35653.16,withdrawal,ATM Withdrawal
290,1600,13:13:00,3351.89,transfer,Online Transfer
612,3406,11:59:00,17389.19,deposit,Cash Deposit
223,1221,02:56:00,45369.05,withdrawal,Online Transaction
927,5144,05:40:00,1520.32,withdrawal,Cash Withdrawal
713,3915,11:57:00,19332.63,transfer,Bank Transfer
991,5464,11:20:00,4517.01,withdrawal,Online Transaction
644,3553,01:12:00,26672.43,withdrawal,Cash Withdrawal
817,4516,21:20:00,31438.39,withdrawal,Online Transaction
715,3928,13:11:00,34061.75,payment,Online Purchase
431,2345,11:01:00,3636.4,deposit,Salary Deposit
263,1437,23:31:00,35064.07,transfer,Online Transfer
92,502,08:23:00,3408.33,payment,Cash Deposit
785,4306,01:34:00,4047.31,transfer,Online Transfer
878,4872,05:14:00,36506.9,payment,Utility Bill
198,1102,16:01:00,33706.23,payment,Online Purchase
217,1198,00:26:00,1160.0,payment,Online Transfer
376,2060,08:29:00,20671.01,deposit,Salary Deposit
837,4632,07:14:00,41803.96,transfer,Bank Transfer
700,3839,05:14:00,46767.18,withdrawal,Cash Withdrawal
78,423,01:05:00,41792.19,withdrawal,Cash Withdrawal
564,3130,11:15:00,44655.96,payment,Utility Bill
855,4728,16:10:00,10127.05,withdrawal,ATM Withdrawal
630,3490,19:38:00,14524.41,transfer,Bank Transfer
619,3439,15:11:00,1977.56,withdrawal,Online Transaction
338,1859,13:12:00,25009.73,withdrawal,ATM Withdrawal
217,1194,23:59:00,2489.12,deposit,Cash Deposit
125,684,01:28:00,28066.21,transfer,Cash Deposit
942,5218,12:41:00,3355.04,deposit,Cash Deposit
797,4396,10:17:00,290.58,deposit,Cash Deposit
850,4687,12:12:00,1575.71,payment,Cash Deposit
981,5410,06:07:00,38642.55,deposit,Check Deposit
685,3758,21:58:00,667.36,withdrawal,Online Transaction
179,995,06:52:00,27684.57,payment,Online Purchase
852,4704,14:02:00,41992.95,deposit,Online Transfer
446,2442,19:12:00,14357.09,payment,Online Purchase
876,4855,03:50:00,3401.45,transfer,Online Transfer
535,2946,17:18:00,30918.01,payment,Utility Bill
899,4978,15:00:00,21408.98,payment,Online Transfer
716,3936,14:04:00,3209.98,payment,Online Transfer
57,294,13:00:00,16504.37,transfer,Online Transfer
70,372,20:13:00,3825.63,transfer,Bank Transfer
610,3403,11:42:00,31277.91,payment,Restaurant Bill
253,1380,18:19:00,4476.49,transfer,Online Transfer
168,926,00:32:00,31585.87,deposit,Check Deposit
147,812,14:21:00,40951.86,deposit,Cash Deposit
570,3177,15:16:00,733.15,withdrawal,ATM Withdrawal
313,1727,00:52:00,866.42,withdrawal,Online Transaction
30,158,23:49:00,2139.72,withdrawal,Online Transaction
12,66,15:49:00,4429.56,transfer,Bank Transfer
248,1352,15:29:00,309.22,payment,Utility Bill
48,246,08:14:00,8385.99,payment,Online Purchase
784,4302,01:22:00,7488.18,transfer,Online Transfer
918,5087,00:26:00,9445.65,transfer,Online Transfer
270,1469,02:35:00,24946.49,deposit,Check Deposit
328,1808,08:14:00,16507.0,transfer,Online Transfer
237,1306,10:42:00,2197.66,deposit,Check Deposit
574,3196,17:01:00,24022.45,deposit,Cash Deposit
795,4382,08:34:00,3590.37,withdrawal,Online Transaction
720,3972,17:50:00,11384.53,transfer,Online Transfer
685,3760,22:11:00,1110.28,withdrawal,Cash Withdrawal
366,2007,03:36:00,47738.35,deposit,Salary Deposit
319,1761,04:11:00,42716.74,withdrawal,Online Transaction
558,3092,07:29:00,22619.8,deposit,Online Transfer
670,3694,15:15:00,1507.8,payment,Restaurant Bill
743,4093,05:09:00,45434.03,withdrawal,Cash Withdrawal
411,2246,01:33:00,1905.95,payment,Online Purchase
719,3962,16:44:00,43819.35,transfer,Bank Transfer
281,1544,08:43:00,16800.65,transfer,Bank Transfer
472,2585,07:29:00,4541.93,payment,Restaurant Bill
215,1187,23:19:00,4457.0,withdrawal,Cash Deposit
773,4246,19:33:00,3769.76,withdrawal,ATM Withdrawal
809,4481,18:07:00,4613.21,deposit,Salary Deposit
29,152,23:25:00,284.0,payment,Restaurant Bill
664,3663,12:06:00,1053.43,transfer,Bank Transfer
114,625,19:14:00,4953.97,payment,Restaurant Bill
276,1514,06:23:00,112.75,deposit,Cash Deposit
516,2843,07:56:00,4441.34,transfer,Online Transfer
405,2214,22:47:00,15712.3,transfer,Online Transfer
294,1621,14:59:00,46623.28,withdrawal,ATM Withdrawal
378,2073,09:40:00,30185.24,deposit,Salary Deposit
990,5458,10:40:00,4714.03,withdrawal,Cash Withdrawal
567,3155,12:58:00,6378.61,deposit,Cash Deposit
880,4882,06:07:00,5518.91,payment,Online Purchase
606,3384,09:21:00,2066.8,deposit,Cash Deposit
851,4699,13:35:00,125.79,payment,Online Purchase
732,4036,23:40:00,36485.78,withdrawal,ATM Withdrawal
447,2446,19:42:00,38794.4,payment,Online Purchase
441,2406,15:58:00,4874.69,deposit,Cash Deposit
304,1670,19:43:00,506.93,payment,Online Transfer
105,578,15:01:00,1840.73,transfer,Online Transfer
106,585,15:44:00,4398.35,deposit,Online Transfer
83,454,03:36:00,19427.81,withdrawal,ATM Withdrawal
217,1200,00:33:00,38241.45,deposit,Check Deposit
418,2292,05:51:00,29982.29,withdrawal,Cash Withdrawal
421,2310,07:27:00,335.68,payment,Cash Deposit
75,411,23:56:00,23504.38,transfer,Bank Transfer
607,3393,10:24:00,23005.32,deposit,Salary Deposit
931,5172,08:01:00,4656.21,withdrawal,ATM Withdrawal
235,1293,09:44:00,865.74,payment,Online Purchase
594,3308,02:45:00,913.12,payment,Utility Bill
212,1174,22:29:00,18231.47,deposit,Cash Deposit
469,2570,06:10:00,274.73,deposit,Online Transfer
915,5076,23:42:00,3843.55,payment,Cash Deposit
881,4885,06:20:00,313.87,deposit,Salary Deposit
78,426,01:20:00,28493.58,transfer,Online Transfer
977,5382,03:33:00,145.27,withdrawal,Cash Withdrawal
909,5040,20:12:00,36389.77,deposit,Check Deposit
683,3752,21:19:00,33240.26,withdrawal,Online Transaction
125,692,02:07:00,25924.14,transfer,Cash Deposit
509,2795,03:34:00,1589.27,deposit,Cash Deposit
701,3840,05:21:00,356.03,deposit,Salary Deposit
48,252,08:45:00,24755.76,withdrawal,Online Transaction
699,3826,04:03:00,13415.79,payment,Online Transfer
449,2466,21:22:00,14227.76,payment,Online Purchase
494,2703,17:58:00,12964.94,deposit,Cash Deposit
722,3980,18:37:00,3994.52,payment,Restaurant Bill
44,228,06:28:00,2305.43,payment,Utility Bill
382,2100,12:19:00,914.94,withdrawal,Cash Withdrawal
881,4884,06:16:00,29223.16,payment,Online Transfer
85,469,05:06:00,11861.08,transfer,Online Transfer
97,535,10:53:00,34186.77,payment,Restaurant Bill
995,5498,14:36:00,2735.73,payment,Restaurant Bill
478,2608,09:28:00,4225.17,deposit,Salary Deposit
566,3146,12:28:00,2331.54,transfer,Bank Transfer
498,2729,20:43:00,3027.71,deposit,Cash Deposit
566,3149,12:36:00,5594.82,deposit,Cash Deposit
130,713,04:12:00,3675.73,transfer,Online Transfer
724,3990,19:26:00,46723.06,transfer,Bank Transfer
503,2760,23:52:00,7207.08,deposit,Check Deposit
785,4304,01:25:00,2735.6,transfer,Online Transfer
227,1236,04:11:00,48713.63,transfer,Online Transfer
57,293,12:59:00,235.25,transfer,Bank Transfer
824,4554,01:08:00,39671.53,transfer,Online Transfer
114,626,19:24:00,14964.31,withdrawal,Cash Withdrawal
89,492,07:34:00,31717.17,transfer,Cash Deposit
692,3783,00:16:00,2849.75,transfer,Online Transfer
203,1127,18:23:00,49781.77,withdrawal,Cash Withdrawal
827,4568,01:58:00,1450.53,withdrawal,Cash Withdrawal
111,612,17:54:00,3737.32,withdrawal,ATM Withdrawal
459,2526,02:27:00,5680.07,transfer,Online Transfer
101,556,12:53:00,2128.52,transfer,Bank Transfer
844,4665,10:10:00,4760.27,payment,Online Purchase
537,2958,18:18:00,2032.38,deposit,Check Deposit
772,4240,19:07:00,392.46,withdrawal,Cash Withdrawal
449,2465,21:21:00,13765.45,deposit,Check Deposit
221,1210,01:47:00,416.81,transfer,Online Transfer
203,1130,18:43:00,15029.57,deposit,Salary Deposit
576,3205,17:40:00,4362.69,deposit,Check Deposit
195,1095,15:26:00,1266.94,transfer,Online Transfer
494,2707,18:24:00,25313.5,transfer,Online Transfer
785,4303,01:23:00,44697.05,deposit,Check Deposit
777,4261,21:10:00,8259.63,withdrawal,Cash Withdrawal
